거리명,거리소개,소재지도로명,소재지지번주소,위도,경도,총길이,점포수,지정연도,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
안성맞춤먹거리타운,"아파트 단지와 대학교 사이에 자리잡고 있어 젊은층이 좋아하는 호프집, 선술집 및 퓨전, 프렌차이즈 음식점과 직장인이 회식하기 용이한 고기구이집이 주를 이룸",경기도 안성시 한경대후문 일원,,,,500,50,2008,031-678-2492,안성시 문화관광과,2021-03-15,4080000,경기도 안성시
강릉월화거리,무월랑과 연화낭자의 이야기가 있는 명소거리,강원도 강릉시 경강로,강원도 강릉시 임당동 113-2,37.75563378,128.8980239,2000,76,2017,033-640-5643,강원도 강릉시청,2021-03-09,4200000,강원도 강릉시
웨딩거리,웨딩관련 업종의 상가가 밀집,"전라북도 전주시 완산구 전라감영 2,3,4,5길",전라북도 전주시 완산구 중앙동3가 102-5,35.8167099,127.144755,550,94,2003,063-281-2076,전라북도 전주시청,2021-08-31,4640000,전라북도 전주시
영화의거리,구도심 영화관이 밀집한 거리,"전라북도 전주시 완산구 전주객사 3,4길",전라북도 전주시 완산구 고사동 362-3,35.820859,127.143038,310,105,2003,063-281-2076,전라북도 전주시청,2021-08-31,4640000,전라북도 전주시
동문문화거리,한옥마을과 인접해 각종 문화시설 밀집,전라북도 전주시 완산구 동문길,전라북도 전주시 완산구 경원동2가 24-6,35.817999,127.148936,810,73,2003,063-281-2076,전라북도 전주시청,2021-08-31,4640000,전라북도 전주시
공구의거리,공구 관련 상가들이 밀집한 거리,전라북도 전주시 완산구 대동로,전라북도 전주시 완산구 고사동 227-19,35.822422,127.142728,830,136,2003,063-281-2076,전라북도 전주시청,2021-08-31,4640000,전라북도 전주시
생연음식문화특화거리,동두천 생연음식문화거리는 동두천의 생골과 연동마을의 첫글자를 따서 생연이라고 하였고 고구려시대부터 있었던 아담한 연못에서 유래하였습니다 생연로에 오시면 동두천의 역사를 간직한 중앙에 위치하고 있으며 이곳에는 내고향 최고의 맛집에 소개된 설렁탕과 한우구이를 비롯한 횟집과 삼계탕 중국음식으로 특이한 북경면등 다양한 음식업소가 밀집된 동두천의 역사이자 문화를 지닌 지역입니다,경기도 동두천시 생연로 172,경기도 동두천시 생연동 587-16,37.9077377,127.0531418,800,60,2013,031-860-2459,동두천시청 농업축산위생과,2021-09-01,3920000,경기도 동두천시
보산동 외국인관광특구 특화거리,"보산동 외국인관광특구 특화거리는 동두천에 미군이 주둔하면서 자연발생적으로 조성된 이국적인 거리이며, 이 거리에 공방, 음악 등이 자리를 잡으며 세계의 다양한 볼거리, 즐길거리, 먹을거리가 있는 특화거리입니다.",경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9157805,127.0564722,1200,228,1997,031-860-2727,동두천시청 전략사업과,2021-09-01,3920000,경기도 동두천시
캠프보산월드푸드스트리트,보산동 외국인 관광특구의 경제 활성화를 위하여 동두천시와 경기문화재단이 협업하여 다양한 세계음식을 체험할 수 있는 음식문화 거리입니다.,경기도 동두천시 상패로216번길 42,경기도 동두천시 보산동 429-4,37.9157805,127.0564722,150,15,2020,031-860-2727,동두천시청 전략사업과,2021-09-01,3920000,경기도 동두천시
이천동고미술거리,"1960년대부터 형성된 문화재매매업소가 모여있는 곳으로 과거 우리선인들이 사용한 민속품,도자기,고가구를 많이 보유하고 있고,현대인에게 생소한 조상들의 생필품들이 가득하여 구경하는 재미가 솔솔하다. 외국인에게 인기가 많으며 특히,일본인은 지도와 정보를 입수하여 찾아온다고 한다. 외국인에게 많은 사랑을 받으며 경외감을 주는 우리 고미술품에 우리나라사람들의 관심과 사랑이 어느때보다 필요하다. 고미술품에 관심이 있다면 꼭 한번 방문할 만한 관광지로 추천한다.",대구광역시 남구 이천로32길,대구광역시 남구 이천동 399-3번지,,,800,50,2008,053-664-3252,대구광역시 남구청,2021-08-26,3440000,대구광역시 남구
대명공연거리,소극장 등 공연단체를 중심으로 형성된 공연 거리,"대구광역시 남구 명덕로, 현충로, 계명중앙1길",대구광역시 남구 대명3동,,,500,35,2010,053-664-3263,대구광역시 남구청,2021-08-26,3440000,대구광역시 남구
앞산카페거리,"일반주택들을 커피숍으로 리모델링 되어 형성된 대구광역시 남구 대명9동 일대를 앞산카페거리라 한다이곳에는 갤러리카페, 양옥집을 개조한 이탈리아 레스토랑 등 약50여개의 다양하고 매력적인 공간들이 즐비해 도심속의 이국적인 분위기를 연출한다또한 흐트러지게핀 벚꽃과, 이팝나무의 새하얀 꽃을 보며 봄의 정취를, 여름엔 앞산에서 불어오는 시원한 바람이, 가을에는 가로수들 사이로 떨어지는 은행잎을 밟으며 가을 낭만도 한껏 느낄수 있고, 겨울앤 앙상한 가지에 수천개가 넘는 꼬마전구의 화려한 빛의 향연을 볼 수 있다",대구광역시 남구 현충로 13~50 및 대명남로 157~193 일대,,,,1000,85,2010,053-664-2762,대구광역시 남구청,2021-08-26,3440000,대구광역시 남구
안지랑곱창골목,"안지랑 오거리에서 앞산 안지랑골로 통하는 길 중간에 형성된 안지랑 시장은 화려한 명성을 뒤로 하고 최근 양념 곱창집이 들어차 새로운 활력이 되고 있다. 1979년 경 안지랑 시장 쪽에 충북식당을 시작으로 1998년 IMF이후 생계유지 업소가 늘어나기 시작해 오늘에 이르렀다. 서민들이 부담없이 즐길수 있는 휴식처이자 최근엔 젊은층이 주도하는 젊음의 거리로 발전하였으며, 2012년도 전국5대 음식테마거리, 2015 한국관광100선에 선정되는 등 남구대표 맛거리로 전국은 물론 해외관광객들이 자주 찾는 명소이다",대구광역시 남구 대명로 36길 일대,,,,500,70,2011,053-664-2762,대구광역시 남구청,2021-08-26,3440000,대구광역시 남구
남구바다맛길,대구문화예술회관 옆 성당못에서 서부정류장쪽으로 달리다 보면 왼편에 대형 회타운이 보인다. 여기가 속칭 남구 대명10동 ’복개천 번개어시장 회골목’. 93년쯤 복개천이 완공되자 수산물 도매상인들까지 대거 이곳으로 몰려들어 전성기엔 40개 업소가 북적 거렸다고 한다.,대구광역시 남구 대명복개로 9-2~대명복개로 30일대,,,,200,31,2011,053-664-2762,대구광역시 남구청,2021-08-26,3440000,대구광역시 남구
앞산맛둘레길,1950년대부터 앞산공원이 개발되고 등산객들을 상대로 하는 식당들이 생겨났음. 앞산순환도로를 따라 지금처럼 많은 음식점들이 들어서게 되었으며 규모와 분위기는 들안길과 비슷하지만 앞산이라는 자연경관과 함께 여유롭게 즐길수 있는 곳임,대구광역시 남구 앞산순환로 351~앞산순환로 559일대,,,,1500,70,2010,053-664-2762,대구광역시 남구청,2021-08-26,3440000,대구광역시 남구
봉덕맛길,"봉덕 구길의 맛 집 등을 재정비하여 찾아가고 싶고 맛이 어우러지는 옛 향기골목으로 새로이 조성하고자 2009년부터 정비공사를 실시하여 현재에 이러렀고 미식가들에게 휴식공간을 제공하고 안전한 먹거리, 특색있는 맛집골목으로 독창성을 발휘하여 남구의 새로운 랜드마크로 거듭났다.",대구광역시 남구 중앙대로 22길 146~중앙대로 22길 273일대,,,,700,84,2009,053-664-2762,대구광역시 남구청,2021-08-26,3440000,대구광역시 남구
강풀만화거리,지역 유명 작가의 만화(웹툰)과 마을 이야기를공공미술로 재구성한 이야기 골목길,서울시 강동구 천호대로 164길 4-1,서울특별시 강동구 성내동 160-18번지,37.5360829,127.1280477,1000,40,2013,3425-6130,도시경관과,2021-08-26,3240000,서울특별시 강동구
낙지특화거리,"버스터미널 주변상가 및 노점상에서 무안갯벌에서잡은 낙지를 요리 및 판매한는 사람들이 생겨나면서 낙지골목이란 명칭으로 불리우기 시작 현재 약 50여개상가중 39개 점포가 낙지 도소매 상가 및 낙지요리 식당입니다. 낙지요리에는 연포탕, 회무침, 비빔밥, 호롱 등이있습니다.",전라남도 무안군 무안로 497-1,전라남도 무안군 무안읍 성동리 1046,34.98812618,126.4781811,500,50,2018,061-450-5020,보건소,2021-08-24,4950000,전라남도 무안군
인주장어촌,1970년대 아산만과 삽교천이 낚시로 유명해지면서 발전하기 시작한 장어특화거리,충청남도 아산시 인주면 아산만로 1520번길 11,,36.861626,126.868861,890,7,2009,041-540-2325,충청남도 아산시,2020-09-15,4520000,충청남도 아산시
염치한우촌,20여년전 아산 도축장이 있을 때 부터 자연적으로 형성된 한우 특화거리,충청남도 아산시 염치읍 염성길 105,충청남도 아산시 염치읍 염성리 264-1,36.815717,126.9726822,200,9,2009,041-540-2325,충청남도 아산시,2020-09-15,4520000,충청남도 아산시
온주맛고을,새로이 조성된 먹거리촌으로 다양한 먹거리와 함께 각종 문화재 등 주변 볼거리를 즐길 수 있다.,충청남도 아산시 외암로 1400(읍내동),충청남도 아산시 읍내동 288-3,36.76078763,127.0168754,400,17,2015,041-540-2325,충청남도 아산시,2020-09-15,4520000,충청남도 아산시
청정골 화순음식문화거리,도곡 온천지구 내 일반음식점,전라남도 화순군 도곡면 천암길,전라남도 화순군 도곡면 원화리 618,,,4100,67,2012,061-379-3491,전라남도 화순군청,2020-12-18,4900000,전라남도 화순군
걷고 싶은거리,"걷고싶은 안성맞춤 명품거리에 가로수 조성을 구간별로 마중길, 신명길, 나래길로 구성.“안성의 장인정신,문화 예술이 세계의 중심에 서다” 의 상징적 의미를 두고 있음.","경기도 안성시 남파로, 중앙로 일원",,,,4500,30,2012,031-678-2492,안성시 문화관광과,2021-03-15,4080000,경기도 안성시
백양사 먹거리타운,"봄에는 벚꽃이, 여름에는 신록이, 가을에는 단풍이, 겨울에는 설경이 아름다운 백양사 일원에 황금밥상(연잎밥, 황금두부, 쌈밥 등) 거리 조성",전라남도 장성군 북하면 백양로,,35.427976,126.879276,400,14,1990,061-390-7312,장성군청,2021-07-06,4980000,전라남도 장성군
장성호 미락단지,"장성호 하류의 미락단지는 조선시대부터 민물고기 전문요리가 이어져 왔으며 메기탕, 메기찜, 빠가탕 등이 유명하다",전라남도 장성군 장성읍 미락단지길,,35.343484,126.816809,1000,13,2000,061-390-7312,장성군청,2021-07-06,4980000,전라남도 장성군
장성읍 먹거리타운,남도 어머니의 손맛이 느껴지는 애호박찌개는 두툼하게 썬 애호박 특유의 향과 아삭함이 매력적임,전라남도 장성군 장성읍 청운길,,35.299882,126.780184,380,20,2000,061-390-7312,장성군청,2021-07-06,4980000,전라남도 장성군
보세거리,"중구의 아케이드를 최초로 설치한 보세품목 전문 특화거리로 여성의류, 아동의류, 잡화품목이 분포하여 있다.",울산광역시 중구 먹자거리 25,울산광역시 중구 성남동 247-2,35.5547544126,129.320971,120,55,2011,052-290-3320,울산광역시 중구청,2021-09-16,3690000,울산광역시 중구
중앙전통골목시장,"재래상가가 즐비했던 곳에 아케이드를 설치하여 전통과 현대가 어우러진 전통시장으로 중구를 대표하는 골목시장이다. 치킨, 곰장어요리 등 먹을거리와 다양한 의류, 잡화점이 형성되어 있다.",울산광역시 중구 중앙시장1길 4,울산광역시 중구 옥교동 96-4,35.5546970244,129.321947,500,288,1974,052-290-3310,울산광역시 중구청,2021-09-16,3690000,울산광역시 중구
학성가구전문거리,"가구전문 특화거리로 1980년대부터 매장마련이 용이하며 지가가 저렴한 가구점들이 모여들어 형성되었다. 법령상 근거가 마련된 이후 16년도에 상점가 등록이 되었으며, 울산 대표 가구거리로 많은 고객들이 방문하고 있다.",울산광역시 중구 학성동가구전문거리,울산광역시 중구 학성동 207-1,35.555928,,455,52,2016,052-290-3310,울산광역시 중구청,2021-09-16,3690000,울산광역시 중구
태화십리대숲먹거리단지,"1993년부터 형성되기 시작한 태화십리대밭 먹거리단지는 강변 2㎞에 140여개의 음식점이 다양한 메뉴를 취급하면서 운영 중임. ○ 2019년 7월 제2호 국가정원으로 지정된 ‘태화강국가정원’, 십리에 걸쳐 강변의 푸름을 자랑하는 전국 유일의 ‘십리대숲’, 차를 마시면서 태화강을 한눈에 감상할 수 있는 ‘태화강 전망대’, 마치 견우와 직녀가 만나던 오작교를 연상케 하는 아름다운 다리 ‘십리대밭교’가 가까이 있어 자연경관이 아름다운 지역임.",울산광역시 중구 태화강국가정원길1,울산광역시 중구 태화동 942-15,35.5551500432,129.276149,2000,140,2007,052-290-3730,울산광역시 중구청,2021-09-16,3690000,울산광역시 중구
울산큰애기야시장,"2015년도 전통시장 야시장조성사업에 공모신청 하여 선정된 전국 2개 시장 중 하나이다. 울산 지역 최초의 상설 야시장으로 원도심 중앙 전통시장 일대에 국내 최장 및 최대 규모로 조성되었다. 먹거리, 볼거리, 즐길 거리가 풍부한 생활형 관광 야시장 육성을 목표로 하고 있으며, 폭넓은 연령층이 선호하는 다양한 먹거리를 35개 식품판매대에서 판매하고 있으며 각종 프로그램을 운영하고 있다. 연중 상설로 매주 화요일부터 일요일 오후 7시부터 다음날 오전 1시까지 열린다.○1구간 : 사주문입구 ~ 뉴코아아울렛(170m), 젊은층 유입을 위한 다양한 먹거리를 판매○2구간 : 오거리 ~ 보세거리(110m), 기성세대 중심의 먹거리 구간○3구간 : 오거리 ~ 농협 옥교동지점 앞(110m), 환경 개선사업을 통해 포장마차 특화거리로 조성",울산광역시 중구 번영로 329,울산광역시 중구 옥교동 120-2,35.5548406348,129.323431,390,35,2015,052-290-3320,울산광역시 중구청,2021-09-16,3690000,울산광역시 중구
혁신도시명품음식거리,"혁신도시 종가로 7블럭 일대 거리 480m 구간에 울산 중구를 대표하는 전문 식당과 프리미엄 카페 50여 곳이 들어서는 명품음식거리 조성 사업이 진행 중이다. 중구의 기존 원도심 음식특화거리가 시민들이 부담없이 이용할 수 있는 맛있고 저렴한 음식을 위주로 조성되었다면, 이곳은 고급스런 음식과 품격있는 서비스로 차별화되는 프리미엄 음식 거리이다. 귀한 손님을 대접하고자 할 때 즐겨찾는 음식거리를 테마로 간판, 조형물, 주차장 등 세세한 부분까지 고려하여 관광도시 종갓집 중구의 또 다른 매력을 보여주고 있다. 현재 울산의 대표 맛집 함양집을 비롯한 10여 개의 업체가 성업 중이다.",울산광역시 종가7길 일대,울산광역시 중구 복산동 278-1,35.567492,129.328458,480,50,2015,052-290-3730,울산광역시 중구청,2021-09-16,3690000,울산광역시 중구
상상길,한국의 아름다움을 상상하고 한국을 보고싶어하는 전 세계인의 마음을 모아 오색블록에 이름을 새겨 조성한 길,창원시 마산합포구 동서북 10길,,35.206651,128.576475,155,70,2015,055-225-3701,경상남도 창원시청,2021-08-31,5670000,경상남도 창원시
마산아구찜거리,"창원(옛 마산)을 상징하는 요리중 하나로 건아귀로 만드는 마산아구찜만의 특유의 쫀득함과 담백함으로 전국적인 인기를 끌면서, 조리법을 배우거나 스스로 익힌 아구 요리 전문점이 하나 둘 생겨나 지금의 아구찜 거리가 형성되었다.",창원시 마산합포구 아구찜길,,35.205586,128.578445,350,17,2016,055-225-3701,경상남도 창원시청,2021-08-31,5670000,경상남도 창원시
영덕대게거리,200여개의 대게상가들이 밀집해있는 음식테마거리,경상북도 영덕군 강구면 강구대게길 31-2,경상북도 영덕군 강구면 강구리 475,36.3585604225,129.3837963454,1800,170,2015,054-730-6393,경상북도 영덕군청,2021-09-15,5180000,경상북도 영덕군
신장쇼핑몰거리,송탄 관광특구내 미군 기지를 중심으로 쇼핑과 유흥 시설이 들어선 거리,경기도 평택시 쇼핑로 35 (신장동),경기도 평택시 신장동 324-11,37.081216,127.053327,245,350,1997,031-8024-3291,경기도 평택시청,2021-09-13,3910000,경기도 평택시
창동 먹자골,음식점 특화거리,경기도 여주시 세종로 40번길 15,경기도 여주시 창동 146-3,37.294978,127.634085,44,78,2012,031-887-2272,경기도 여주시청,2021-09-09,5700000,경기도 여주시
중촌동 맞춤거리 상점가,옷맞춤 특화거리,대전광역시 중구 동서대로 1421번길 33(중촌동),대전광역시 중구 중촌동 411-5,36.33614052,127.4124519,450,50,2011,042-606-7223,대전광역시 중구,2021-09-10,3650000,대전광역시 중구
충무자동차거리 상점가,자동차 특화거리,대전광역시 중구 충무로 122-1(대사동),대전광역시 중구 대사동 69-46,36.3186165,127.4304265,770,70,2012,042-606-7223,대전광역시 중구,2021-09-10,3650000,대전광역시 중구
문화의 거리,"시장활성화, 특색있는 거리 조성, 보행환경개선를 위해 2009년도 조성",경상북도 영주시 구성로350번길,경상북도 영주시 영주동 377-3,36.8239565,128.6241382,245,170,2009,054-639-6662,경상북도 영주시청,2020-07-22,5090000,경상북도 영주시
미조항 음식특구,"남해의 싱싱한 활어회와 멸치, 갈치 등을 맛볼 수 있는 40여개의 음식점이 몰려 있음(미조면 미조로 ~ 미송로)",경상남도 남해군 미조면 미조로,,34.71222798,128.0466123,863,35,2015,055-860-8741,남해군보건소,2021-03-29,5430000,경상남도 남해군
나무전거리,"목재,문짝,씽크대,합판 등을 취급하고 창호를 비롯한 문 가공하는 거리",광주광역시 동구 경양로 300-1,광주광역시 동구 동명동 253,35.1503703,126.9257155,610,95,2008,062-608-2372,광주광역시 동구청,2021-03-26,3590000,광주광역시 동구
예술의거리,"갤러리와 화방,표구점,골동품점, 소극장, 전통찻집이 모여있는 거리",광주광역시 동구 예술길 24,광주광역시 동구 궁동 52-2,35.1506203,126.9184408,606,180,1987,062-608-2403,광주광역시청,2021-03-26,3590000,광주광역시 동구
전자의거리,"가전제품,전자부품,음향기기,전기자재,CCTV,컴퓨터,영상 및 방송시설 등 전자상가 중심의 상점거리",광주광역시 동구 독립로264번길 25,광주광역시 동구 대인동 27,35.1525981,126.9125593,210,123,2007,062-608-2372,광주광역시 동구청,2021-03-26,3590000,광주광역시 동구
아시아음식문화거리,각국의 음식과 문화를 맛보고 체험할 수 있는 음식테마거리 조성,광주광역시 동구 문화전당로35번길 18-1,광주광역시 동구 광산동 92-19,35.1453711,126.917253,600,170,2007,062-608-2413,광주광역시 동구청,2021-03-26,3590000,광주광역시 동구
모다 먹거리,"쇼핑, 교통, 숙박시설 등 입지조건이 우수하고 다양한 메뉴의 110여개소의 음식점이 밀집되어 있는 거리",대구광역시 달서구 달서대로85길 9,대구광역시 달서구 호림동 22,35.83711593,128.4906162,780,126,2008,053-667-2782,대구광역시 달서구청,2021-03-22,3470000,대구광역시 달서구
수밭골 웰빙음식거리,"농림축산식품부 주관 우수외식업지구로 선정되었으며 친환경, 우수농산물을 사용한 슬로우 푸드를 주로 판매하는 웰빙음식거리",대구광역시 달서구 수밭길 50,대구광역시 달서구 도원동 1119,35.79589345,128.5478363,592,34,2014,053-667-2782,대구광역시 달서구청,2021-03-22,3470000,대구광역시 달서구
허준테마거리,의성 허준과 동의보감의 우수성과 가치를 강조한 상징물들로 꾸며진 강서구 대표 테마거리,서울특별시 강서구 양천로 55길 등,서울특별시 강서구 가양동 1477-2,37.565917,126.849859,866,0,2014,02-2600-6804,서울특별시 강서구청,2021-03-16,3150000,서울특별시 강서구
부평문화의거리,차없는 거리로 지정된 각종 공연과 다양한 문화가 있는 인천 최대 규모의 의류 중심 거리,인천광역시 부평구 부평문화로,인천광역시 부평구 부평동 201-141,37.494172,126.725059,270,141,2013,032-509-6540,인천광역시 부평구청,2021-03-18,3540000,인천광역시 부평구
걷고싶은거리,구도심 지역에 위치한 상가 밀집 거리,"전라북도 전주시 완산구 전주객사 4,5길",전라북도 전주시 완산구 고사동 203-6,35.820152,127.144989,830,142,2003,063-281-2076,전라북도 전주시청,2021-08-31,4640000,전라북도 전주시
차이나거리,중국 소주시와 자매결연을 기념으로 조성된 거리,"전라북도 전주시 완산구 전라감영 2길, 풍남문 2길",전라북도 전주시 완산구 다가동1가 44-1,35.815381,127.141925,250,42,2003,063-281-2076,전라북도 전주시청,2021-08-31,4640000,전라북도 전주시
담빛길,"과거 죽물시장에서부터 시작된 죽공예의 전통문화유산, 관방천과 대숲이 어우러지는 생태문화가 공존되어 있는 담양의 원도심 구간",전라남도 담양군 담양읍 객사길,전라남도 담양군 담양읍 객사3길 1,34.6554368,126.7728384,1000,20,2016,061-380-2802,담양군청,2021-09-29,4850000,전라남도 담양군
짬뽕특화거리,전통과 특색있는 군산의 짬뽕 관광자원을 활용 특화거리 조성,전라북도 군산시 동령길 57,전라북도 군산시 장미동 21-5,35.989033,126.713992,779,4,2019,063-454-3413,군산시청,2021-09-16,4670000,전라북도 군산시
꽃바위 외국인 특화거리,"내국인 및 외국인의 자연스러운 방문과 활발한 문화교류의 글로벌 문화거리를 조성하고, 체계적인 가로정비를 통해 안전하고 쾌적한 거리를 조성하여 질높은 관광체험 제공 및 체류시간 연장으로 지역경제 활성화 유도",울산광역시 동구 남진길,울산광역시 동구 방어동 1146-33,35.480919,129.416137,1300,43,2016,052-209-3368,울산광역시 동구청,2021-09-27,6310000,울산광역시
삼산디자인거리,"울산의신흥 쇼핑메카로 음식점, 카페, 책방, 악세사리점 등 쇼핑과 먹거리에  대한 정보를 제공받을 수있음.",울산광역시 남구 삼산중로74,울산광역시 남구 삼산동 1527-1,35.539902,129.337327,416,131,2010,052-226-4844,울산광역시 울산남구청,2021-09-27,6310000,울산광역시
바보디자인거리,"울산대학교의 대학로로 음식점, 카페, 책방, 악세사리점 등 쇼핑과 먹거리에  대한 정보를 제공받을 수있음.",울산광역시 남구 대학로84,울산광역시 남구 무거동 632,35.543225,129.2607508,395,146,2010,052-226-4844,울산광역시 울산남구청,2021-09-27,6310000,울산광역시
왕생이길(1구간),달동문화공원과 연계한 문화 예술거리로 카페와 음식점이 형성되어 있음,울산광역시 남구 왕생로,울산광역시 남구 달동 1323,35.544702,129.328717,418,49,2012,052-226-4844,울산광역시 울산남구청,2021-09-27,6310000,울산광역시
왕생이길(2구간),"울산의 역사, 문화가 어우러진 예술이 어우러진 거리로 다양한 음식점과 웨딩관련 상점들이 조성되어 있음",울산광역시 남구 왕생로,울산광역시 남구 달동 1368-5,35.540425,129.331591,535,138,2016,052-226-4844,울산광역시 울산남구청,2021-09-27,6310000,울산광역시
젊음의거리,"○ 중앙전통시장과 연결되어 있으며 울산지역에서 젊은층(10~30대)의 유동인구가 가장 많은 지역임. ○ 인근에 대형 주차장이 다수 위치하고 있어 접근성이 좋으며, 전구간이 아케이드가 설치되어 있고 각종 조형물과 볼거리가 많은 지역이며, 대형영화관과 쇼핑 아울렛이 위치하고 있음.",울산광역시 중구 젊음의거리 15,울산광역시 중구 성남동 191-43,35.553533,129.317315,500,177,2007,052-290-3320,울산광역시 중구청,2021-09-27,6310000,울산광역시
태화십리대밭먹거리,"○ 1993년부터 형성되기 시작한 태화십리대밭 먹거리단지는 강변 2㎞에 100여개의 음식점이 다양한 메뉴를 취급하면서 운영 중임. ○ 전국 최고의 화훼단지 ‘태화강대공원’, 십리에 걸쳐 강변의 푸름을 자랑하는 전국 유일의 ‘십리대밭’, 차를 마시면서 태화강을 한눈에 감상할 수 있는 ‘태화강 전망대’, 마치 견우와 직녀가 만나던 오작교를 연상케 하는 아름다운 다리 ‘십리대밭교’가 가까이 있어 자연경관이 아름다운 지역임.",울산광역시 중구 내오산로 61,울산광역시 중구 태화동 942-22,35.554921,129.277118,1500,95,2007,052-290-3320,울산광역시 중구청,2021-09-27,6310000,울산광역시
