휴양림명,시도명,휴양림구분,휴양림면적,수용인원수,입장료,숙박가능여부,주요시설명,소재지도로명주소,관리기관명,휴양림전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
입화산 자연휴양림,울산광역시,공유림,380291,0,없음,N,"오토캠핑장, 일반야영장, 산림욕장, 숲속도서관, 네이처스포츠, 모노레일",울산광역시 중구 다운동 산47-1번지,울산광역시 중구,052-290-4410,http://www.junggu.ulsan.kr/camping/,35.578739,129.279479,2021-09-27,3690000,울산광역시 중구
평창자연휴양림,강원도,공유림,540000,80,일반2000원+단체1500원,Y,숙박동+세미나실+운동장+산책로,강원도 평창군 봉평면 팔송로 285,평창군청 산림과,033-339-9028,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030003,37.609548,128.303521,2021-09-15,4280000,강원도 평창군
데미샘자연휴양림,전라북도,공유림,200000,131,무료,Y,"휴양관, 숲속의집, 숲문화마당, 명상의숲 등",전라북도 진안군 백운면 데미샘 1길 172,산림환경연구소,063-290-6992,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030074,35.656988,127.461036,2021-09-24,6450000,전라북도
불갑사 관광휴양단지,전라남도,사유림,106300,200,무료,Y,"관광지,힐링컨벤션센터",전라남도 영광군 불갑면 자비길 51-38,전라남도 영광군청,061-353-4476,glory-healing.com,35.202988,126.5367799663,2021-09-15,4970000,전라남도 영광군
데미샘자연휴양림,전라북도,공유림,200,107,무료,Y,"휴양관,숲속의집, 숲문화마당, 명상의숲 등",전라북도 진안군 백운면 데미샘 1길 172,전라북도 산림환경연구소,063-290-6993,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030074,35.660012,127.463012,2021-09-15,4730000,전라북도 진안군
운장산자연휴양림,전라북도,국유림,1958,600,"일반인(개인 1,000/단체 800) 청소년(개인 600/단체 500) 어린이(개인 300/단체 200)",Y,"숲속의집,연립동, 산림문화휴양관, 숲속수련관",전라북도 진안군 정천면 휴양림길 77,무주국유림관리소,063-432-1193,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0194,35.893645,127.468017,2021-09-15,4730000,전라북도 진안군
수도산 자연휴양림,경상북도,공유림,590445,206,0,Y,"숲속의집, 힐하우스. 숲속휴양관, 숲속수련관",경상북도 김천시 대덕면 증산로 326-71,김천시,054-435-5128,sudosanhuyang.gc.go.kr,35.89180240,127.98384630,2021-09-16,5060000,경상북도 김천시
소선암자연휴양림,충청북도,공유림,633137,500,무료,Y,"통나무집, 숲속의집, 산림문화휴양관, 산림복합휴양관, 백두대간 문화휴양관",충청북도 단양군 단성면 대잠2길15,충청북도 단양군청,043-422-7839,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030009,36.91922041,128.3123141,2021-09-14,4480000,충청북도 단양군
학가산우래자연휴양림,경상북도,사유림,1328133,220,성인3000+성인단체(20인이상)2000+청소년·어린이2000+청소년단체(20인이상)1000,Y,"숲속의 집, 산림휴양관 등",경상북도 예천군 보문면 휴양림길 210,(주)학가산자연휴양림개발,054-652-0114,숲나들e (https://www.foresttrip.go.kr/main.do?hmpgId=FRIP),36.677929,128.592876,2021-09-15,5230000,경상북도 예천군
한방자연휴양림,경상남도,공유림,1376062,124,무료,Y,"숲속의집, 숲속휴양관, 세미나실",경상남도 산청군 금서면 동의보감로555번길 186,경상남도 산청군,055-970-6951,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030037,35.43403493,127.8236813,2022-01-12,5450000,경상남도 산청군
바라산자연휴양림,경기도,공유림,2085484,470,없음,Y,"숲속의집,야영장,치유의숲,체험의숲,산림문화휴양관",경기도 의왕시 바라산로 84,의왕도시공사,031-8086-7482,barasan.foresttrip.go.kr/,37.37310185,127.0193147,2021-12-31,4030000,경기도 의왕시
삼척활기자연휴양림,강원도,사유림,75625,175,0,Y,"휴양관(송폭헌), 한옥(방우재), 한옥(세우재),숲속의집(구희당),숲속의집(삼락당)",강원도 삼척시 미로면 준경길 651-43(지번활기리 403-1),삼척동해태백산림조합,033-574-0032,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030104,37.38099374,129.0601226,2022-01-11,4240000,강원도 삼척시
간월산자연휴양림,울산광역시,사유림,597890,200,주중10~20만원+주말15~30만원,Y,"관리실,수영장,연수원",울산광역시 울주군 상북면 작괘로 607-15,천광디엔씨,052-263-6644,http://www.gwhuyang.co.kr/,35.5670959,129.0560416,2022-01-10,3730000,울산광역시 울주군
옥화자연휴양림,충청북도,공유림,1364921,244,어른 1000원 + 청소년 500원 + 어린이 300원 + 군인 500원 + 지역주민 500원,Y,숲속의집 산림휴양관 캠핑장 산책로 등,충청북도 청주시 상당구 미원면 운암옥화길 140,충청북도 청주시청(위탁운영),043-270-7381,https://www.foresttrip.go.kr,36.59895012,127.6943716,2021-12-31,6430000,충청북도
문성자연휴양림,충청북도,공유림,566569,180,무료,Y,숲속의집 단체숙소 휴양관 유아숲체험원 목재문화체험장 짚라인 오토캠핑장 산책로 등,충청북도 충주시 노은면 우성1길 191,충청북도 충주시청(위탁운영),043-850-7346,https://www.foresttrip.go.kr,37.02832602,127.7525217,2021-12-31,6430000,충청북도
봉황자연휴양림,충청북도,공유림,1720000,176,무료,Y,숲속의집 단체숙소 산책로 등,충청북도 충주시 중앙탑면 수룡봉황길 540,충청북도 충주시청(위탁운영),043-850-7315,https://www.foresttrip.go.kr,37.05652228,127.8297465,2021-12-31,6430000,충청북도
구름산산림욕장,경기도,국유림,3000000,300,무료,N,"피크닉장, 황토길, 세족장, 야외소공연장, 놀이시설",경기도 광명시 하안동 산141-7,광명시,02-2680-2377,http://www.gm.go.kr/pt/user/bbs/BD_selectBbs.do?q_bbsCode=2298&q_bbscttSn=20190218155830749,37.454013,126.876365,2020-12-18,3900000,경기도 광명시
여수봉황산자연휴양림,전라남도,공유림,2290000,100,1000,Y,"숲속의집,야영장 등",전라남도 여수시 돌산읍 대복길160,전라남도 여수시청,061-643-9180,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030097,34.6147023710,127.7617998912,2020-12-09,4810000,전라남도 여수시
용인자연휴양림,경기도,공유림,1622705,1800,"개인(성인:2000원, 청소년:1000원, 어린이:600원), 단체(성인:1600원, 청소년:800원, 어린이:400원)",Y,"숲속의집, 숲속체험관, 목조주택, 생태습지, 야영장, 잔디광장, 짚라인, 목재문화체험관 등",경기도 용인시 처인구 모현면 초부로 220,용인시/용인도시공사위탁운영,031-336-0040,www.yonginforest.net,37.314713,127.265315,2019-04-10,4050000,경기도 용인시
광치자연휴양림,강원도,공유림,51,160,"일반:2000원, 청소년:1500원, 단체일반:1500원, 단체청소년:1000원",Y,"휴양관, 숲속의집, 숲속카페, 트리하우스,",강원도 양구군 남면 광치령로 1794번길 265,양구군청,033-482-3115,http://www.kwangchi.or.kr/,38.143507,128.071262,2018-08-29,4320000,강원도 양구군
금산산림문화타운,충청남도,공유림,316,3000,없음,Y,"숲속의집, 생태체험학습장, 야영장, 캠핑장 등",충청남도 금산군 남이면 느티골길 200,충청남도 금산군청,041-753-5706,https://gsforesttown.foresttrip.go.kr,36.06776064,127.3690934,2021-10-18,4550000,충청남도 금산군
진산자연휴양림,충청남도,사유림,137,350,없음,Y,"숲속의집, 산책로, 캠핑장, 글램핑장, 짚핑",충청남도 금산군 진산면 대둔산로 6,유숭열,041-753-4242,www.ijinsan.co.kr,36.12303243,127.3441498,2021-10-18,4550000,충청남도 금산군
서대산약용자연휴양림,충청남도,사유림,29,500,없음,Y,"산야초체험장, 산약초음식점,숲속의집",충청남도 금산군 추부면 홍골1길 132,김창현,041-753-2222,www.sedaesan.modoo.at,36.22268671,127.5258197,2021-10-18,4550000,충청남도 금산군
심천치유자연휴양림,충청남도,사유림,700,200,없음,Y,"숲속의집, 야영장, 캠핑장 등",충청남도 금산군 남일면 신동길 239,박남희,041-752-8300,www.simcheon.kr,35.99504733,127.4849511,2021-10-18,4550000,충청남도 금산군
제암산자연휴양림,전라남도,공유림,1600000,3000,"일반:1000원, 단체:800원",Y,"숙박,야영장,물놀이터,더늠길,숲속교육관,몽골텐트,족구장데크,모험시설",전라남도 보성군 웅치면 대산길 330,전라남도 보성군청,061-852-4434,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030090,34.70050454,126.9855053,2021-10-18,4890000,전라남도 보성군
천보산자연휴양림,경기도,공유림,1165686,80,"일반:2,000원, 단체:1,400원",Y,"숲속의집, 휴양관, 야영장 등",경기도 포천시 원동교길 309,포천시,031-538-3554,임시휴장중,37.85576406,127.1190897,2021-09-30,5600000,경기도 포천시
국망봉자연휴양림,경기도,사유림,2554814,60,"관람객:5,000원, 등산객:2,000원",Y,"통나무 집, 캠핑장 등",경기도 포천시 이동면 늠바위길 207-28,김봉일,031-532-0014,www.kookmang.co.kr,38.02891868,127.3962681,2021-09-30,5600000,경기도 포천시
칠갑산자연휴양림,충청남도,공유림,73000,500,개인 일반 1000원 +개인 청소년·군인 800원+개인 어린이 500원+단체 일반 800원+단체 청소년·군인 600원+단체 어린이 300원 + 청양 부여 공주 군(시)민 무료,Y,숲속의 집+산림문화 휴양관+원두막+기타시설 등,충청남도 청양군 대치면 칠갑산로 668-103,충청남도 청양군공공시설사업소,041-940-2429,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030044,36.431589,126.8438227,2021-10-15,4590000,충청남도 청양군
태학산자연휴양림,충청남도,공유림,1055598,1000,없음,N,"숲속의집,잔디광장,숲속공연장 등",충청남도 천안시 동남구 풍세면 휴양림길 127,충청남도 천안시청,041-529-5108,http://www.cfmc.or.kr/_taehaksan/,36.72734819,127.0903273,2021-10-15,4490000,충청남도 천안시
대운산자연휴양림,경상남도,공유림,2137479,200,무료,Y,"숲속의집, 산림휴양관, 야영데크 등",경상남도 양산시 탑골길 208-124,양산시시설관리공단,055-379-8670,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030038,35.4164113,129.2105343,2021-10-07,5380000,경상남도 양산시
용추자연휴양림,경상남도,공유림,1590000,400,없음,Y,"산림문화휴양관, 숲속의집, 취사장, 화장실, 샤워장, 야영장, 관리사무실 등",경상남도 함양군 안의면 용추휴양림길 166,경상남도 함양군청,055-963-8702,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030047,35.6961266,127.7578596,2021-10-07,5460000,경상남도 함양군
산삼자연휴양림,경상남도,공유림,670000,200,없음,Y,"산림문화휴양관, 숲속의집 , 관리사무실 등",경상남도 함양군 서상면 가르내길 202-1,경상남도 함양군청,055-964-9886,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030048,35.69762431,127.6584311,2021-10-07,5460000,경상남도 함양군
대봉산자연휴양림,경상남도,공유림,950000,150,없음,Y,"산림문화휴양관, 숲속의집, 관리사무실, 해피쿠킹장 등",경상남도 함양군 병곡면 병곡지곡로 333,경상남도 함양군청,055-964-1090,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030046,35.57794141,127.7150294,2021-10-07,5460000,경상남도 함양군
강화군 석모도자연휴양림,인천광역시,공유림,1283632,208,개인일반1000원+청소년군인800원+어린이500원+단체일반 800원+청소년군인600원+어린이300원,Y,"숲속의 집, 산림문화휴양관, 족구장 등",인천광역시 강화군 삼산면 삼산서로 39-75,산림공원과,032-932-1100,forest.ganghwa.go.kr,37.69963904,126.3154373,2021-10-06,3570000,인천광역시 강화군
강화군 티앤림 자연휴양림,인천광역시,사유림,320941,40,현재무료+이용료+집라인38000원+어드벤쳐22000원+패키지50000,Y,"숲속의집, 집라인, 어드벤쳐",인천광역시 강화군 불은면 중앙로 546-34,기전산업,032-937-7481,www.tianlim.co.kr,37.71482742,126.453839,2021-10-06,3570000,인천광역시 강화군
문수산자연휴양림,경상북도,국유림,30000,500,자연휴양림으로 문의,Y,"산림휴양관, 묵상의집, 숲속의집, 야영데크 등",경상북도 봉화군 봉성면 시거리길 378,봉화군시설관리사업소,054-674-3700,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030102,36.950851,128.834816,2021-09-29,5240000,경상북도 봉화군
사천 케이블카 자연휴양림,경상남도,공유림,394000,250,"어른: 1,000원(개인), 800원(단체)청소년·군인: 700원(개인), 500원(단체)어린이: 400원(개인), 200원(단체)",Y,"숲속의집, 휴양관, 야영장, 야영센터어린이 물놀이장, 숲놀이터, 숲속 산책로",경상남도 사천시 실안길 242-45,사천시 녹지공원과,055-835-9524,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030112,34.95016897,128.0576108,2021-10-06,5340000,경상남도 사천시
문성자연휴양림,충청북도,공유림,560000,145,무료,Y,"숲속의집, 단체숙소",충청북도 충주시 노은면 우성1길 191,충주시시설관리공단,043-870-7910,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030055,37.02832486,127.7525206,2021-09-30,4390000,충청북도 충주시
봉황자연휴양림,충청북도,공유림,1740000,200,무료,Y,"숲속의집, 단체숙소",충청북도 충주시 중앙탑면 수룡봉황길540,충주시시설관리공단,043-870-7920,https://www.cjfmc.or.kr/bhf/index.do,37.05652102,127.8297473,2021-09-30,4390000,충청북도 충주시
계명산자연휴양림,충청북도,공유림,3630000,149,무료,Y,"숲속의집, 단체숙소",충청북도 충주시 충주호수로 1170,충주시시설관리공단,043-840-7930,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030042,36.9793629,127.9950872,2021-09-30,4390000,충청북도 충주시
거제자연휴양림,경상남도,공유림,329490,285,일반 1000,Y,숲속의집+ 산림문화휴양관,경상남도 거제시 동부면 거제중앙로 325,경상남도 거제시청,055-639-8115,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030059,34.78569918,128.6259431,2021-09-30,5370000,경상남도 거제시
고대산자연휴양림,경기도,국유림,314000,183,"어른 :  개인 1,000원, 단체 800원청소년,군인 : 개인 800원, 단체 600원어린이 : 개인 500원, 단체 300원",Y,숲속의집 14동14실산림휴양관 1동2층6실숲속수련원 1동1실방문자센터 1동2층야영장데크 20개소,경기도 연천군 신서면 고대산길 84-79,연천군청,031-834-2200,https://godaesan.foresttrip.go.krwww.foresttrip.go.kr,38.21125391,127.1507058,2021-11-08,4140000,경기도 연천군
미숭산자연휴양림,경상북도,공유림,358000,88,없음,Y,"숲속의집, 산림문화휴양관",경상북도 고령군 대가야읍 낫질로 672-99,고령군,054-950-7407,www.misungsan.com,35.75077545,128.2028394,2021-10-21,5200000,경상북도 고령군
간월산자연휴양림,울산광역시,사유림,597890,200,주중10~20만원+주말15~30만원,Y,"관리실,수영장,연수원",울산광역시 울주군 상북면 작괘로 607-15,천광디엔씨,052-263-6644,http://www.gwhuyang.co.kr/,35.5670959,129.0560416,2020-09-22,6310000,울산광역시
입화산 자연휴양림,울산광역시,공유림,380291,0,없음,N,"오토캠핑장, 일반야영장, 산림욕장, 숲속도서관, 네이처스포츠, 모노레일",울산광역시 중구 다운동 산47-1번지,울산광역시 중구,052-290-4410,준비 중,35.578739,129.279479,2020-09-22,6310000,울산광역시
성주봉자연휴양림,경상북도,공유림,2000000,229,0,Y,숲속의집산림휴양관산림수련관야영장,경상북도 상주시 은척면 성주봉로 3,상주시청,054-541-6512,http://seongjubong.sangju.go.kr,36.5335984395,128.0407595461,2020-07-13,5110000,경상북도 상주시
독용산성 자연휴양림,경상북도,공유림,1467000,96,입장료 무료,Y,"숲속휴양관, 휴양관, 숲속의집, 관리사무소, 야외화장실 등",경상북도 성주군 금수면 사더래길 144,경상북도 성주군청 산림과,054-930-8401,www.dokyonf.foresttrip.go.kr,35.9063679487,128.1344114728,2020-07-15,5210000,경상북도 성주군
옥화자연휴양림,충청북도,공유림,1364921,485,0,Y,숲속의집+산림휴양관+캠핑장 등,충청북도 청주시 상당구 미원면 운암옥화길 140,청주시시설관리공단,043-270-7381,http://okhwa.cheongju.go.kr,36.5989486708,127.6943725612,2020-07-01,5710000,충청북도 청주시
가리산자연휴양림,강원도,공유림,3050000,234,"어른 : 1인*1일(2,000원)청소년 : 1인*1일(1,500원)어린이 : 1인*1일(1,000원)다자녀 가정 : 면제",Y,"관리동사무소 1동, 매표소 1동방갈로 10동(2.5평형) 산림문화휴양관 1동(9실)풋살장 1면다목적 광장 1개소매점(휴게소) 1동  화장실 7동공동취사장 1개소 주차장 1개소(95면)샤워장 1개소 야영데크 38면(28/8㎡,10/13㎡)",강원도 홍천군 두촌면 가리산길 426,홍천군,033-435-6035,https://garisan.foresttrip.go.kr,37.865235,127.9824687,2019-11-20,4250000,강원도 홍천군
박달재자연휴양림,충청북도,공유림,1700000,136,무료,Y,숲속의집 산책로등,충청북도 제천시 백운면 금봉로 223,충청북도 제천시청,043-641-6527,https://www.foresttrip.go.kr,37.14806356,128.045293,2021-12-31,6430000,충청북도
장령산자연휴양림,충청북도,공유림,2000000,2500,없음,Y,"숲속의집,산림문화휴양관,휴-포레스트,야영장,야외물놀이장,치유의 숲 등",충청북도 옥천군 군서면 장령산로 519,충청북도 옥천군청,043-730-3491,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030036,36.2448673700,127.5547496949,2021-10-23,4430000,충청북도 옥천군
태백고원자연휴양림,강원도,국유림,1404000,110,"2,000원",Y,"산림문화휴양관, 숲속의 집 , 야영장",강원도 태백시 머리골길153,태백시청 공원녹지과,033-550-2849,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030022,37.1235765388,129.0603831534,2021-10-20,4220000,강원도 태백시
초록산산림욕장,경기도,공유림,517991,0,무료,N,"산림욕장, 등산로, 유아숲체험장",경기도 화성시 양감면 사창리 810-9,화성시 산림녹지과,031-5189-2344,http://www.hscity.go.kr/eco/,37.09236517,126.9562449,2021-10-20,5530000,경기도 화성시
서봉산산림욕장,경기도,사유림,365000,0,무료,N,"산림욕장, 등산로, 유아숲체험장",경기도 화성시 정남면 문학리 산120-1,화성시 산림녹지과,031-5189-2344,http://www.hscity.go.kr/eco/,37.1581905169,126.9557910745,2021-10-20,5530000,경기도 화성시
구례산수유자연휴양림,전라남도,공유림,118909,83,"2,000원",Y,"산림휴양관, 숲속의 집",전라남도 구례군 산동면 정산길 251,구례군,061-780-2897,http://ecopark.gurye.go.kr,35.30090353,127.4626987,2021-10-20,4870000,전라남도 구례군
세심자연휴양림,전라북도,국유림,101.45,100,1000,Y,숲속의집,전라북도 임실군 삼계면 임삼로 485,전라북도 임실군청,063-644-4611,https://site.onda.me/69138,35.514241,127.240066,2021-10-21,4760000,전라북도 임실군
팔영산자연휴양림,전라남도,공유림,1870000,250,없음,Y,"숲속의집 12동, 산림문화휴양관 1동",전라남도 고흥군 영남면 팔영로 1347-418,고흥군청,061-830-5386,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030069,34.62133127,127.4401371,2021-10-22,4880000,전라남도 고흥군
두루웰자연휴양림,강원도,공유림,1864000,100,"개인(일반1000, 청소년600, 어린이300)단체(일반 700, 청소년400, 어린이200)",Y,"숲속의집, 트리하우스, 캠핑장",강원도 철원군 갈말읍 지경1길 69,강원도 철원군청 녹색성장과,033-450-5198,www.foresttrip.go.kr,38.227936,127.353297,2021-10-21,4300000,강원도 철원군
신어산 산림욕장,경상남도,사유림,10000,,무료,N,"산림욕로, 등산로 등",경상남도 김해시 신어산길 169,김해시청,,,35.26938553,128.91010150,2021-10-20,5350000,경상남도 김해시
옥성자연휴양림,경상북도,공유림,1531821,1900,무료,Y,"숲속의집, 산림문화휴양관, 물놀이장, 산책로, 유아숲체험원",경상북도 구미시 옥성면 휴양림길 150,구미시설공단,054-481-4052,www.foresttrip.go.kr/,36.27907203,128.2844292,2021-10-20,5080000,경상북도 구미시
성불산자연휴양림,충청북도,공유림,58,242,"입장료           어린이 1,000원(단체 500원)           청소년 1,500원(단체1,000원)           군인 1,500원(단체1,000원)           일반 2,000원(단체1,500원)           단체는 30명 이상주차료경형: 1,500원, 중소형: 3,000원, 대형: 5,000원, 숙박시설 사용자 무료",Y,"숲속의집A, 숲속의집B, 산림문화휴양관,숲관광메가시티,생태숲학습관,한옥체험관,생태공원,미선향테마파크무인카페, 수석전시관 등",충청북도 괴산군 괴산읍 충민로기곡길 78,괴산군산림녹지과,043-830-2679,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030070,36.8080470124,127.8467687642,2021-10-20,4460000,충청북도 괴산군
양을산산림욕장,전라남도,공유림,150000,,무료,N,"유아숲체험원, 화장실, 생태학습장, 실내교육장",전라남도 목포시 상동 산34-3,목포시청,061-270-8178,,34.8213604,126.4075568,2021-10-20,4800000,전라남도 목포시
서귀포자연휴양림,제주특별자치도,국유림,2550000,1500,일반 1000원. 청소년 600원. 어린이 300원,Y,숲속의집. 산림휴양관. 세미나실. 야영장. 생태탐방코스 등,제주특별자치도 서귀포시 1100로 882 (대포동),서귀포시청,064-760-3063,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030013,33.31150025,126.458761,2021-10-20,6520000,제주특별자치도 서귀포시
붉은오름자연휴양림,제주특별자치도,공유림,1900000,1500,어른 1000원. 청소년·군인 600원,Y,숲속의집. 산림문화휴양관. 세미나실. 오름등반로. 야외공연장 등,제주특별자치도 서귀포시 표선면 남조로 1487-73,서귀포시청,064-760-3482,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030014,33.40142958,126.6756716,2021-10-20,6520000,제주특별자치도 서귀포시
좌구산자연휴양림,충청북도,공유림,730000,250,없음,Y,숲속의 집/ 황토집/ 별무리하우스/ 병영하우스/ 줄타기/ 썰매장/ 숲속모험시설/ 좌구산 숲 명상의 집/ 명상구름다리/ 좌구산천문대 등,충청북도 증평군 증평읍 솟점말길 107,증평군 휴양공원사업소,043-835-4551,https://jpjwagu.foresttrip.go.kr,36.7055680385,127.6511206314,2021-05-28,5570000,충청북도 증평군
비슬산자연휴양림,대구광역시,공유림,1000000,285,없음,Y,"숲속의집,통나무집,야영장,반딧불이전기차등",대구광역시 달성군 유가읍 일연선사길 99,대구광역시 달성군시설관리공단,053-659-4400,http://bisulsan.dssiseol.or.kr/bisulsan/html/main.html,35.69001083,128.5129017,2021-07-22,3480000,대구광역시 달성군
